epoch,loss,loss/data,loss/ic,loss/res,loss/smma,lr,params/beta,step
395,0.00034152116859331727,1.2489951586758252e-05,8.183446880138945e-07,0.000328212947351858,0.0006102819461375475,,13.486634254455566,18215
,,,,,,0.00025,,18216
396,0.00033557566348463297,1.0004331670643296e-05,1.1556194294826128e-05,0.00031401519663631916,0.0006047878414392471,,13.395895957946777,18261
,,,,,,0.00025,,18262
397,0.00015753235493320972,4.196555892121978e-05,8.164674909494352e-07,0.00011475025530671701,0.0005958427209407091,,13.420049667358398,18307
,,,,,,0.00025,,18308
398,0.0002428872394375503,1.206727756652981e-05,3.7537454318226082e-06,0.00022706614981871098,0.0005887836450710893,,13.418256759643555,18353
,,,,,,0.00025,,18354
399,0.00029651165823452175,4.9903246690519154e-05,6.793169973207114e-07,0.0002459291135892272,0.0005829381989315152,,13.510361671447754,18399
,,,,,,0.00025,,18400
400,0.00015252667071763426,1.5830770280444995e-05,3.984419834068831e-07,0.0001362974289804697,0.0005743299261666834,,13.504805564880371,18445
,,,,,,0.00025,,18446
401,0.00019859579333569854,1.8970373275806196e-05,1.1772168591051013e-06,0.0001784481864888221,0.0005668152589350939,,13.477845191955566,18491
,,,,,,0.00025,,18492
402,0.000885450397618115,2.809547549986746e-05,4.948395257997618e-07,0.0008568600751459599,0.0005731879500672221,,13.483099937438965,18537
,,,,,,0.00025,,18538
403,0.00031860321178101003,1.1191285921086092e-05,4.5370993007054494e-07,0.00030695824534632266,0.0005680962931364775,,13.35285472869873,18583
,,,,,,0.00025,,18584
404,0.00014037550135981292,1.4284171811596025e-05,1.0794781701406464e-05,0.00011529655603226274,0.0005595418624579906,,13.321328163146973,18629
,,,,,,0.00025,,18630
405,0.0003781172854360193,1.3617336662719026e-05,5.0328690122114494e-05,0.0003141712222713977,0.0005559133714996278,,13.331098556518555,18675
,,,,,,0.00025,,18676
406,0.0003974097198806703,8.950152732722927e-06,0.0001193656717077829,0.000269093899987638,0.0005527432658709586,,13.317769050598145,18721
,,,,,,0.00025,,18722
407,0.00029273168183863163,1.0955031939374749e-05,2.7110079827252775e-05,0.0002546666073612869,0.0005475430516526103,,13.306051254272461,18767
,,,,,,0.00025,,18768
408,0.0003072440158575773,1.699963104329072e-05,1.895224704639986e-05,0.0002712921123020351,0.000542737077921629,,13.361712455749512,18813
,,,,,,0.00025,,18814
409,0.0002417093055555597,2.011732976825442e-05,3.823804217972793e-05,0.0001833539572544396,0.0005367165431380272,,13.428297996520996,18859
,,,,,,0.00025,,18860
410,0.00038428299012593925,8.069563591561746e-06,2.6048051040561404e-06,0.0003736086073331535,0.0005336678586900234,,13.358977317810059,18905
,,,,,,0.00025,,18906
411,0.0004780837334692478,1.1304893632768653e-05,7.457728088411386e-07,0.0004660331178456545,0.0005325561505742371,,13.366551399230957,18951
,,,,,,0.00025,,18952
412,0.00032991819898597896,1.5682275261497125e-05,5.111759833198448e-07,0.00031372474040836096,0.000528503383975476,,13.330467224121094,18997
,,,,,,0.00025,,18998
413,0.00038995902286842465,8.377885933441576e-06,2.624633452796843e-07,0.0003813186485785991,0.0005257325246930122,,13.223387718200684,19043
,,,,,,0.00025,,19044
414,0.00047260962310247123,1.1462589100119658e-05,7.312380034818489e-07,0.00046041575842536986,0.0005246700602583587,,13.099424362182617,19089
,,,,,,0.00025,,19090
415,0.00036481692222878337,1.840560435084626e-05,1.5637108390365029e-06,0.00034484753268770874,0.0005214730044826865,,13.141880989074707,19135
,,,,,,0.00025,,19136
416,0.0002810009755194187,1.3365945960686076e-05,9.567443157720845e-06,0.0002580675936769694,0.0005166635382920504,,13.03641414642334,19181
,,,,,,0.00025,,19182
417,0.00015777409134898335,1.7710679458105005e-05,3.087079221586464e-06,0.0001369763194816187,0.000509485777001828,,13.092240333557129,19227
,,,,,,0.00025,,19228
418,0.00013185737770982087,8.153901944751851e-06,7.136284807529591e-07,0.00012298983347136527,0.0005019332165829837,,13.135323524475098,19273
,,,,,,0.00025,,19274
419,0.00042840311652980745,1.2134462849644478e-05,1.6639098703308264e-06,0.000414604670368135,0.000500462600030005,,13.161640167236328,19319
,,,,,,0.00025,,19320
420,0.00019168006838299334,1.5047644410515204e-05,1.2251902035131934e-06,0.00017540724365971982,0.0004942869418300688,,13.117566108703613,19365
,,,,,,0.00025,,19366
421,0.00037203883402980864,1.2827112186641898e-05,4.443762736627832e-05,0.0003147741372231394,0.0004918419872410595,,13.19498348236084,19411
,,,,,,0.00025,,19412
422,0.0002244671486550942,8.091753443295602e-06,7.53124913899228e-05,0.00014106291928328574,0.0004864945076406002,,13.104020118713379,19457
,,,,,,0.00025,,19458
423,0.0001997102954192087,1.0711307368183043e-05,1.2286378478165716e-05,0.00017671266687102616,0.0004807588120456785,,13.111678123474121,19503
,,,,,,0.00025,,19504
424,0.00026552361669018865,1.988644180528354e-05,2.6611883185978513e-06,0.0002429759770166129,0.00047645409358665347,,13.139540672302246,19549
,,,,,,0.00025,,19550
425,0.00010987942368956283,2.8549733542604372e-05,5.436841661321523e-07,8.078598330030218e-05,0.0004691226058639586,,13.138218879699707,19595
,,,,,,0.00025,,19596
426,0.0009388210601173341,0.00014168881170917302,9.434196499569225e-07,0.0007961886003613472,0.0004785165947396308,,13.107836723327637,19641
,,,,,,0.00025,,19642
427,0.00019672101188916713,1.477245405112626e-05,4.0166792132367846e-06,0.0001779318554326892,0.0004728806670755148,,13.080937385559082,19687
,,,,,,0.00025,,19688
428,0.00032764565548859537,9.252324161934666e-06,5.903698820475256e-06,0.000312489690259099,0.0004699759592767805,,12.971622467041016,19733
,,,,,,0.00025,,19734
429,0.0002930479240603745,5.5410000641131774e-05,2.7233688797423383e-06,0.00023491450701840222,0.000466437399154529,,12.94091510772705,19779
,,,,,,0.00025,,19780
430,0.00021227396791800857,9.95942627923796e-06,1.6832800611155108e-06,0.0002006312570301816,0.0004613541532307863,,12.92111587524414,19825
,,,,,,0.00025,,19826
431,0.00028022658079862595,1.5218895896396134e-05,2.5562951577740023e-06,0.00026245141634717584,0.0004577315994538367,,12.92459487915039,19871
,,,,,,0.00025,,19872
432,0.00025177939096465707,1.1442765753599815e-05,1.344650809187442e-05,0.00022689018805976957,0.00045361253432929516,,12.933488845825195,19917
,,,,,,0.00025,,19918
433,0.00027887377655133605,8.071617230598349e-06,1.2628772310563363e-05,0.0002581733278930187,0.00045011777547188103,,12.891080856323242,19963
,,,,,,0.00025,,19964
434,0.00015082994650583714,1.4108453797234688e-05,1.6693395082256757e-05,0.00012002811126876622,0.00044413201976567507,,12.915115356445312,20009
,,,,,,0.00025,,20010
435,0.00033134702243842185,1.2186017556814477e-05,1.3326140333447256e-06,0.00031782840960659087,0.00044187629828229547,,12.858857154846191,20055
,,,,,,0.00025,,20056
436,0.00034374964889138937,1.0376358659414109e-05,6.972152277739951e-06,0.00032640117569826543,0.000439913768786937,,12.903219223022461,20101
,,,,,,0.00025,,20102
437,0.00030053072259761393,9.593224604032002e-06,1.4489514796878211e-05,0.0002764479722827673,0.0004371261165942997,,12.888537406921387,20147
,,,,,,0.00025,,20148
438,0.00015827429888304323,7.907505278126337e-06,3.1571735803481715e-07,0.00015005108434706926,0.0004315490950830281,,12.895777702331543,20193
,,,,,,0.00025,,20194
439,0.00024967084755189717,9.985554243030492e-06,2.140165179298492e-06,0.000237545114941895,0.00042791152372956276,,12.853802680969238,20239
,,,,,,0.00025,,20240
440,0.00024928609491325915,6.881921308377059e-06,1.6922441545830225e-06,0.00024071196094155312,0.00042433899943716824,,12.892961502075195,20285
,,,,,,0.00025,,20286
441,0.0003547606465872377,6.292258603934897e-06,7.970620572450571e-07,0.0003476713609416038,0.00042294742888771,,12.882362365722656,20331
,,,,,,0.00025,,20332
442,0.0003156729508191347,1.3379553820414003e-05,2.2109200017439434e-06,0.0003000824654009193,0.0004208019527141005,,12.814387321472168,20377
,,,,,,0.00025,,20378
443,0.0002302033535670489,1.2612096725206356e-05,5.906416618017829e-07,0.00021700066281482577,0.0004169899912085384,,12.748863220214844,20423
,,,,,,0.00025,,20424
444,0.0002599951112642884,1.524848812550772e-05,1.1300760888843797e-05,0.00023344586952589452,0.00041385009535588324,,12.778185844421387,20469
,,,,,,0.00025,,20470
445,0.0002106723259203136,8.451395842712373e-06,0.0001169028109870851,8.53181118145585e-05,0.0004097865312360227,,12.7654447555542,20515
,,,,,,0.00025,,20516
446,0.0001939968642545864,3.096320870099589e-05,6.761505210306495e-05,9.541855251882225e-05,0.00040547072421759367,,12.791729927062988,20561
,,,,,,0.00025,,20562
447,0.00022935605375096202,3.705628478201106e-05,1.2149749636591878e-05,0.00018014998931903392,0.0004019484331365675,,12.795051574707031,20607
,,,,,,0.00025,,20608
448,0.0005913086934015155,7.110460956027964e-06,6.168063464428997e-06,0.0005780303035862744,0.0004057356563862413,,12.816375732421875,20653
,,,,,,0.00025,,20654
449,0.00047649964108131826,8.374076060135849e-06,3.478943654044997e-06,0.0004646466113626957,0.00040715091745369136,,12.733283996582031,20699
,,,,,,0.00025,,20700
450,0.00034088900429196656,1.0662593012966681e-05,7.292182090168353e-06,0.00032293424010276794,0.000405825674533844,,12.641573905944824,20745
,,,,,,0.00025,,20746
451,0.00020110902551095933,1.1896081559825689e-05,4.689615252573276e-06,0.00018452333461027592,0.0004017313476651907,,12.610430717468262,20791
,,,,,,0.00025,,20792
452,0.00034386038896627724,1.59654337039683e-05,8.014464469852101e-07,0.0003270934976171702,0.0004005739465355873,,12.576679229736328,20837
,,,,,,0.00025,,20838
453,0.0001348458754364401,1.1194756552868057e-05,6.856560048618121e-07,0.000122965473565273,0.00039525938336737454,,12.606499671936035,20883
,,,,,,0.00025,,20884
454,0.00034175082691945136,1.3746962395089213e-05,9.831418310568552e-07,0.0003270207962486893,0.00039418920641765,,12.643559455871582,20929
,,,,,,0.00025,,20930
455,0.0004456458264030516,9.158706234302372e-06,1.1323572834953666e-06,0.00043535479926504195,0.00039521834696643054,,12.589091300964355,20975
,,,,,,0.00025,,20976
456,0.00032965379068627954,1.893371700134594e-05,1.0717956229200354e-06,0.0003096482832916081,0.00039390704478137195,,12.524106979370117,21021
,,,,,,0.00025,,21022
457,0.00028164274408482015,1.1433016879891511e-05,8.593733582529239e-07,0.00026935042114928365,0.0003916617715731263,,12.490726470947266,21067
,,,,,,0.00025,,21068
458,0.00011022777471225709,1.7642547391005792e-05,1.157684891950339e-06,9.142753697233275e-05,0.000386033090762794,,12.520174026489258,21113
,,,,,,0.00025,,21114
459,8.705479558557272e-05,7.550730060756905e-06,2.742779315667576e-06,7.676126551814377e-05,0.0003800535050686449,,12.603643417358398,21159
,,,,,,0.00025,,21160
460,0.0001873798610176891,3.562699203030206e-05,1.2731079550576396e-05,0.00013902179489377886,0.0003762000415008515,,12.559539794921875,21205
,,,,,,0.00025,,21206
461,0.00015442268340848386,6.17758132648305e-06,3.898258910339791e-06,0.00014434684999287128,0.00037176450132392347,,12.582545280456543,21251
,,,,,,0.00025,,21252
462,0.0004223452415317297,1.6553893146920018e-05,1.0746645102699404e-06,0.0004047166439704597,0.0003727761213667691,,12.610045433044434,21297
,,,,,,0.00025,,21298
463,0.00023232454259414226,8.61126318341121e-06,2.6448039989190875e-06,0.00022106849064584821,0.00036996707785874605,,12.562664031982422,21343
,,,,,,0.00025,,21344
464,0.00029302050825208426,6.390609541995218e-06,4.0007184907153714e-06,0.0002826291602104902,0.00036842815461568534,,12.527000427246094,21389
,,,,,,0.00025,,21390
465,0.0001691262878011912,1.157925453298958e-05,3.448099903380353e-07,0.00015720224473625422,0.0003644420939963311,,12.559591293334961,21435
,,,,,,0.00025,,21436
466,0.00021069492504466325,5.886799954168964e-06,1.0015739917434985e-06,0.0002038065140368417,0.00036136715789325535,,12.49657154083252,21481
,,,,,,0.00025,,21482
467,0.0001481750514358282,6.591042165382532e-06,6.108074558142107e-06,0.00013547591515816748,0.00035710333031602204,,12.445709228515625,21527
,,,,,,0.00025,,21528
468,0.00037812700611539185,1.2360528671706561e-05,1.6949707060121e-06,0.0003640715149231255,0.00035752379335463047,,12.386740684509277,21573
,,,,,,0.00025,,21574
469,0.0003966181830037385,6.824926913395757e-06,1.14894271519006e-06,0.0003886442573275417,0.0003583056968636811,,12.359158515930176,21619
,,,,,,0.00025,,21620
470,0.0001859570329543203,5.8656546571000945e-06,8.490822551721067e-07,0.000179242342710495,0.00035485869739204645,,12.293245315551758,21665
,,,,,,0.00025,,21666
471,0.00021031701180618256,9.302770195063204e-06,1.0659499594112276e-06,0.0001999483210965991,0.00035196787212044,,12.335124969482422,21711
,,,,,,0.00025,,21712
472,0.00024832552298903465,5.312806933943648e-06,1.624377887310402e-06,0.00024138836306519806,0.0003498950391076505,,12.397894859313965,21757
,,,,,,0.00025,,21758
473,0.00032307871151715517,1.748817703628447e-05,1.9599915503931697e-06,0.0003036306006833911,0.00034935871371999383,,12.318968772888184,21803
,,,,,,0.00025,,21804
474,0.00037676116335205734,1.1742387869162485e-05,1.0845845963558531e-06,0.00036393420305103064,0.0003499067388474941,,12.232475280761719,21849
,,,,,,0.00025,,21850
475,0.000523210852406919,3.207759073120542e-05,2.4400849270023173e-06,0.0004886933602392673,0.00035337283043190837,,12.317115783691406,21895
,,,,,,0.00025,,21896
476,0.00039841237594373524,7.473298410332063e-06,4.428733973327326e-06,0.00038651033537462354,0.00035427362308837473,,12.243826866149902,21941
,,,,,,0.00025,,21942
477,0.0003920620365533978,2.673024937394075e-05,1.614926259208005e-05,0.00034918251913040876,0.0003550293913576752,,12.242741584777832,21987
,,,,,,0.00025,,21988
478,0.0001718657003948465,1.9307961338199675e-05,8.731761226954404e-06,0.00014382600784301758,0.0003513661213219166,,12.210025787353516,22033
,,,,,,0.00025,,22034
479,0.0001715281541692093,2.1440711861941963e-05,1.6633794075460173e-06,0.00014842413656879216,0.0003477693535387516,,12.283524513244629,22079
,,,,,,0.00025,,22080
480,0.00029329091194085777,6.131462214398198e-06,1.1680946954584215e-05,0.00027547855279408395,0.00034667979343794286,,12.207296371459961,22125
,,,,,,0.00025,,22126
481,0.0004892867291346192,4.0059279854176566e-05,3.922695668734377e-06,0.0004453047877177596,0.0003495319397188723,,12.23979377746582,22171
,,,,,,0.00025,,22172
482,0.0002293504076078534,5.44171234651003e-06,3.2676423415978206e-06,0.00022064108634367585,0.0003471283125691116,,12.205615043640137,22217
,,,,,,0.00025,,22218
483,0.00021675140305887908,5.9601397879305296e-06,2.691297140700044e-06,0.0002080999402096495,0.00034452075487934053,,12.219018936157227,22263
,,,,,,0.00025,,22264
484,0.00018599179747980088,7.58711394155398e-06,9.916562703438103e-06,0.0001684881717665121,0.00034135018358938396,,12.17412281036377,22309
,,,,,,0.00025,,22310
485,0.0001525220286566764,6.998063781793462e-06,8.670370334584732e-06,0.00013685360318049788,0.0003375736123416573,,12.105926513671875,22355
,,,,,,0.00025,,22356
486,0.0003437398700043559,7.261383416334866e-06,2.7454274459159933e-05,0.00030902426806278527,0.0003376969543751329,,12.164836883544922,22401
,,,,,,0.00025,,22402
487,0.00016367534408345819,7.067620572343003e-06,4.2802043026313186e-05,0.00011380566138541326,0.0003342165146023035,,12.191710472106934,22447
,,,,,,0.00025,,22448
488,0.00021542840113397688,5.807034540339373e-06,1.0079228559334297e-05,0.00019954216259066015,0.0003318407398182899,,12.139338493347168,22493
,,,,,,0.00025,,22494
489,0.0004266778414603323,1.7039514204952866e-05,5.708722596864391e-07,0.0004090674046892673,0.0003337374946568161,,12.132681846618652,22539
,,,,,,0.00025,,22540
490,0.00011690410610754043,5.287211479299003e-06,8.584481747675454e-07,0.00011075842485297471,0.0003294008201919496,,12.094606399536133,22585
,,,,,,0.00025,,22586
491,0.00014483828272204846,1.5856590835028328e-05,3.144848790270771e-07,0.0001286672049900517,0.00032570958137512207,,12.032187461853027,22631
,,,,,,0.00025,,22632
492,0.0002228861558251083,7.589005235786317e-06,1.92222273653897e-06,0.00021337493672035635,0.00032365310471504927,,12.073216438293457,22677
,,,,,,0.00025,,22678
493,0.0005020018434152007,1.3480968846124597e-05,4.214166438032407e-06,0.0004843066562898457,0.00032722007017582655,,12.183140754699707,22723
,,,,,,0.00025,,22724
494,0.0003175161255057901,2.862037581508048e-05,2.674261668289546e-05,0.00026215307298116386,0.00032702600583434105,,12.015242576599121,22769
,,,,,,0.00025,,22770
495,0.0003967186785303056,4.715098111773841e-05,1.4019871059645084e-06,0.0003481656895019114,0.00032841984648257494,,12.050581932067871,22815
,,,,,,0.00025,,22816
496,0.0001485762622905895,4.274334423826076e-05,1.7748257050698157e-06,0.00010405810462543741,0.0003248229913879186,,12.09653091430664,22861
,,,,,,0.00025,,22862
497,0.00026091435574926436,5.676450382452458e-05,1.8393213849776657e-06,0.0002023104898398742,0.00032354480936191976,,12.075275421142578,22907
,,,,,,0.00025,,22908
498,0.00015377567615360022,1.668560980760958e-05,1.3476400226863916e-06,0.00013574244803749025,0.0003201494400855154,,12.087701797485352,22953
,,,,,,0.00025,,22954
499,0.00033793228794820607,3.636819019448012e-05,3.776443406877661e-07,0.0003011864027939737,0.00032050508889369667,,12.08399772644043,22999
,,,,,,0.00025,,23000
500,0.00021232326980680227,4.670748694479698e-06,2.083532990582171e-06,0.00020556902745738626,0.00031834145192988217,,12.041950225830078,23045
,,,,,,0.00025,,23046
501,0.00016364104521926492,1.7642538296058774e-05,3.2505786293768324e-06,0.00014274794375523925,0.00031524745281785727,,12.049955368041992,23091
,,,,,,0.00025,,23092
502,8.001244714250788e-05,8.340264685102738e-06,5.527709845409845e-07,7.111940794857219e-05,0.0003105427313130349,,11.997101783752441,23137
,,,,,,0.00025,,23138
503,0.00033294802415184677,4.3660973460646346e-05,8.268634132946318e-07,0.00028846017085015774,0.0003109908429905772,,12.014647483825684,23183
,,,,,,0.00025,,23184
504,0.0008367786067537963,3.2142928830580786e-05,2.384510025876807e-06,0.0008022509282454848,0.0003215066099073738,,11.98983383178711,23229
,,,,,,0.00025,,23230
505,0.00017906098219100386,9.626131031836849e-06,1.2817882634408306e-05,0.00015661699580959976,0.00031865769415162504,,11.875554084777832,23275
,,,,,,0.00025,,23276
506,0.0002660691097844392,1.6452926502097398e-05,6.902669156261254e-06,0.0002427134895697236,0.00031760591082274914,,11.928250312805176,23321
,,,,,,0.00025,,23322
507,0.000208243727684021,6.961243343539536e-06,1.3086163335174206e-06,0.00019997383060399443,0.00031541867065243423,,11.895621299743652,23367
,,,,,,0.00025,,23368
508,0.00027318164939060807,6.59242596157128e-06,7.809601811459288e-06,0.00025877958978526294,0.00031457393197342753,,11.874337196350098,23413
,,,,,,0.00025,,23414
509,0.00038907580892555416,9.351334483653773e-06,6.82357422192581e-05,0.0003114887804258615,0.00031606396078132093,,11.820963859558105,23459
,,,,,,0.00025,,23460
510,0.0001609997998457402,1.3583735380962025e-05,2.392165879427921e-05,0.00012349440657999367,0.00031296268571168184,,11.878350257873535,23505
,,,,,,0.00025,,23506
511,0.00015463864838238806,3.8639034755760804e-05,7.877356438257266e-06,0.00010812225809786469,0.00030979621806181967,,11.940401077270508,23551
,,,,,,0.00025,,23552
512,0.00029860614449717104,4.535644984571263e-05,9.113323358178604e-06,0.00024413637584075332,0.0003095724096056074,,11.905152320861816,23597
,,,,,,0.00025,,23598
513,0.0002183017204515636,1.2303647054068279e-05,7.13476447344874e-06,0.00019886331574525684,0.0003077469882555306,,11.901779174804688,23643
,,,,,,0.00025,,23644
514,0.00014300586190074682,7.469957836292451e-06,2.4430553366983077e-06,0.00013309284986462444,0.00030445217271335423,,11.877371788024902,23689
,,,,,,0.00025,,23690
515,0.0010774140246212482,1.21267794384039e-05,1.6752638885009219e-06,0.0010636118240654469,0.00031991139985620975,,11.861228942871094,23735
,,,,,,0.00025,,23736
516,0.00023720158787909895,5.885512109671254e-06,5.8651376093621366e-06,0.00022545091633219272,0.0003182571963407099,,11.856165885925293,23781
,,,,,,0.00025,,23782
517,0.0003211243310943246,1.1240922503930051e-05,3.5652349197334843e-06,0.0003063181648030877,0.00031831455999054015,,11.808823585510254,23827
,,,,,,0.00025,,23828
518,0.0004437403113115579,5.521027105714893e-06,7.145380322981509e-07,0.00043750478653237224,0.00032082307734526694,,11.709391593933105,23873
,,,,,,0.00025,,23874
519,0.0001686212490312755,8.89706461748574e-06,7.663375640731829e-07,0.0001589578459970653,0.0003177790204063058,,11.750885963439941,23919
,,,,,,0.00025,,23920
520,0.00014740564802195877,2.5619170628488064e-05,1.406522301294899e-06,0.00012037997657898813,0.00031437157304026186,,11.8163423538208,23965
,,,,,,0.00025,,23966
521,0.0004907619440928102,5.0420316256349906e-05,1.067341941052291e-06,0.00043927435763180256,0.0003178993647452444,,11.866950035095215,24011
